abbreviation,location,location_name,population
NA,48393,Roberts County,854
NA,48395,Robertson County,17074
NA,48397,Rockwall County,104915
NA,48399,Runnels County,10264
NA,48401,Rusk County,54406
NA,48403,Sabine County,10542
NA,48405,San Augustine County,8237
NA,48407,San Jacinto County,28859
NA,48409,San Patricio County,66730
NA,48411,San Saba County,6055
NA,48413,Schleicher County,2793
NA,48415,Scurry County,16703
NA,48417,Shackelford County,3265
NA,48419,Shelby County,25274
NA,48421,Sherman County,3022
NA,48423,Smith County,232751
NA,48425,Somervell County,9128
NA,48427,Starr County,64633
NA,48429,Stephens County,9366
NA,48431,Sterling County,1291
NA,48433,Stonewall County,1350
NA,48435,Sutton County,3776
NA,48437,Swisher County,7397
NA,48439,Tarrant County,2102515
NA,48441,Taylor County,138034
NA,48443,Terrell County,776
NA,48445,Terry County,12337
NA,48447,Throckmorton County,1501
NA,48449,Titus County,32750
NA,48451,Tom Green County,119200
NA,48453,Travis County,1273954
NA,48455,Trinity County,14651
NA,48457,Tyler County,21672
NA,48459,Upshur County,41753
NA,48461,Upton County,3657
NA,48463,Uvalde County,26741
NA,48465,Val Verde County,49025
NA,48467,Van Zandt County,56590
NA,48469,Victoria County,92084
NA,48471,Walker County,72971
NA,48473,Waller County,55246
NA,48475,Ward County,11998
NA,48477,Washington County,35882
NA,48479,Webb County,276652
NA,48481,Wharton County,41556
NA,48483,Wheeler County,5056
NA,48485,Wichita County,132230
NA,48487,Wilbarger County,12769
NA,48489,Willacy County,21358
NA,48491,Williamson County,590551
NA,48493,Wilson County,51070
NA,48495,Winkler County,8010
NA,48497,Wise County,69984
NA,48499,Wood County,45539
NA,48501,Yoakum County,8713
NA,48503,Young County,18010
NA,48505,Zapata County,14179
NA,48507,Zavala County,11840
NA,49001,Beaver County,6710
NA,49003,Box Elder County,56046
NA,49005,Cache County,128289
NA,49007,Carbon County,20463
NA,49009,Daggett County,950
NA,49011,Davis County,355481
NA,49013,Duchesne County,19938
NA,49015,Emery County,10012
NA,49017,Garfield County,5051
NA,49019,Grand County,9754
NA,49021,Iron County,54839
NA,49023,Juab County,12017
NA,49025,Kane County,7886
NA,49027,Millard County,13188
NA,49029,Morgan County,12124
NA,49031,Piute County,1479
NA,49033,Rich County,2483
NA,49035,Salt Lake County,1160437
NA,49037,San Juan County,15308
NA,49039,Sanpete County,30939
NA,49041,Sevier County,21620
NA,49043,Summit County,42145
NA,49045,Tooele County,72259
NA,49047,Uintah County,35734
NA,49049,Utah County,636235
NA,49051,Wasatch County,34091
NA,49053,Washington County,177556
NA,49055,Wayne County,2711
NA,49057,Weber County,260213
NA,50001,Addison County,36777
NA,50003,Bennington County,35470
NA,50005,Caledonia County,29993
NA,50007,Chittenden County,163774
NA,50009,Essex County,6163
NA,50011,Franklin County,49402
NA,50013,Grand Isle County,7235
NA,50015,Lamoille County,25362
NA,50017,Orange County,28892
NA,50019,Orleans County,27037
NA,50021,Rutland County,58191
NA,50023,Washington County,58409
NA,50025,Windham County,42222
NA,50027,Windsor County,55062
NA,51001,Accomack County,32316
NA,51003,Albemarle County,109330
NA,51005,Alleghany County,14860
NA,51007,Amelia County,13145
NA,51009,Amherst County,31605
NA,51011,Appomattox County,15911
NA,51013,Arlington County,236842
NA,51015,Augusta County,75558
NA,51017,Bath County,4147
NA,51019,Bedford County,78997
NA,51021,Bland County,6280
NA,51023,Botetourt County,33419
NA,51025,Brunswick County,16231
NA,51027,Buchanan County,21004
NA,51029,Buckingham County,17148
NA,51031,Campbell County,54885
NA,51033,Caroline County,30725
NA,51035,Carroll County,29791
NA,51036,Charles City County,6963
NA,51037,Charlotte County,11880
NA,51041,Chesterfield County,352802
NA,51043,Clarke County,14619
NA,51045,Craig County,5131
NA,51047,Culpeper County,52605
NA,51049,Cumberland County,9932
NA,51051,Dickenson County,14318
NA,51053,Dinwiddie County,28544
NA,51057,Essex County,10953
NA,51059,Fairfax County,1147532
NA,51061,Fauquier County,71222
NA,51063,Floyd County,15749
NA,51065,Fluvanna County,27270
NA,51067,Franklin County,56042
NA,51069,Frederick County,89313
NA,51071,Giles County,16720
NA,51073,Gloucester County,37348
NA,51075,Goochland County,23753
NA,51077,Grayson County,15550
NA,51079,Greene County,19819
NA,51081,Greensville County,11336
NA,51083,Halifax County,33911
NA,51085,Hanover County,107766
NA,51087,Henrico County,330818
NA,51089,Henry County,50557
NA,51091,Highland County,2190
NA,51093,Isle of Wight County,37109
NA,51095,James City County,76523
NA,51097,King and Queen County,7025
NA,51099,King George County,26836
NA,51101,King William County,17148
NA,51103,Lancaster County,10603
NA,51105,Lee County,23423
NA,51107,Loudoun County,413538
NA,51109,Louisa County,37591
NA,51111,Lunenburg County,12196
NA,51113,Madison County,13261
NA,51115,Mathews County,8834
NA,51117,Mecklenburg County,30587
NA,51119,Middlesex County,10582
NA,51121,Montgomery County,98535
NA,51125,Nelson County,14930
NA,51127,New Kent County,23091
NA,51131,Northampton County,11710
NA,51133,Northumberland County,12095
NA,51135,Nottoway County,15232
NA,51137,Orange County,37051
NA,51139,Page County,23902
NA,51141,Patrick County,17608
NA,51143,Pittsylvania County,60354
NA,51145,Powhatan County,29652
NA,51147,Prince Edward County,22802
NA,51149,Prince George County,38353
NA,51153,Prince William County,470335
NA,51155,Pulaski County,34027
NA,51157,Rappahannock County,7370
NA,51159,Richmond County,9023
NA,51161,Roanoke County,94186
NA,51163,Rockbridge County,22573
NA,51165,Rockingham County,81948
NA,51167,Russell County,26586
NA,51169,Scott County,21566
NA,51171,Shenandoah County,43616
NA,51173,Smyth County,30104
NA,51175,Southampton County,17631
NA,51177,Spotsylvania County,136215
NA,51179,Stafford County,152882
NA,51181,Surry County,6422
NA,51183,Sussex County,11159
NA,51185,Tazewell County,40595
NA,51187,Warren County,40164
NA,51191,Washington County,53740
NA,51193,Westmoreland County,18015
NA,51195,Wise County,37383
NA,51197,Wythe County,28684
NA,51199,York County,68280
NA,51510,Alexandria County,159428
NA,51520,Bristol County,16762
NA,51530,Buena Vista County,6478
NA,51540,Charlottesville County,47266
NA,51550,Chesapeake County,244835
NA,51570,Colonial Heights County,17370
NA,51580,Covington County,5538
NA,51590,Danville County,40044
NA,51595,Emporia County,5346
NA,51600,Fairfax City County,24019
NA,51610,Falls Church County,14617
NA,51620,Franklin City County,7967
NA,51630,Fredericksburg County,29036
NA,51640,Galax County,6347
NA,51650,Hampton County,134510
NA,51660,Harrisonburg County,53016
NA,51670,Hopewell County,22529
NA,51678,Lexington County,7446
NA,51680,Lynchburg County,82168
NA,51683,Manassas County,41085
NA,51685,Manassas Park County,17478
NA,51690,Martinsville County,12554
NA,51700,Newport News County,179225
NA,51710,Norfolk County,242742
NA,51720,Norton County,3981
NA,51730,Petersburg County,31346
NA,51735,Poquoson County,12271
NA,51740,Portsmouth County,94398
NA,51750,Radford County,18249
NA,51760,Richmond City County,230436
NA,51770,Roanoke City County,99143
NA,51775,Salem County,25301
NA,51790,Staunton County,24932
NA,51800,Suffolk County,92108
NA,51810,Virginia Beach County,449974
NA,51820,Waynesboro County,22630
NA,51830,Williamsburg County,14954
NA,51840,Winchester County,28078
NA,53001,Adams County,19983
NA,53003,Asotin County,22582
NA,53005,Benton County,204390
NA,53007,Chelan County,77200
NA,53009,Clallam County,77331
NA,53011,Clark County,488241
NA,53013,Columbia County,3985
NA,53015,Cowlitz County,110593
NA,53017,Douglas County,43429
NA,53019,Ferry County,7627
NA,53021,Franklin County,95222
NA,53023,Garfield County,2225
NA,53025,Grant County,97733
NA,53027,Grays Harbor County,75061
NA,53029,Island County,85141
NA,53031,Jefferson County,32221
NA,53033,King County,2252782
NA,53035,Kitsap County,271473
NA,53037,Kittitas County,47935
NA,53039,Klickitat County,22425
NA,53041,Lewis County,80707
NA,53043,Lincoln County,10939
NA,53045,Mason County,66768
NA,53047,Okanogan County,42243
NA,53049,Pacific County,22471
NA,53051,Pend Oreille County,13724
NA,53053,Pierce County,904980
NA,53055,San Juan County,17582
NA,53057,Skagit County,129205
NA,53059,Skamania County,12083
NA,53061,Snohomish County,822083
NA,53063,Spokane County,522798
NA,53065,Stevens County,45723
NA,53067,Thurston County,290536
NA,53069,Wahkiakum County,4488
NA,53071,Walla Walla County,60760
NA,53073,Whatcom County,229247
NA,53075,Whitman County,50104
NA,53077,Yakima County,250873
NA,54001,Barbour County,16441
NA,54003,Berkeley County,119171
NA,54005,Boone County,21457
NA,54007,Braxton County,13957
NA,54009,Brooke County,21939
NA,54011,Cabell County,91945
NA,54013,Calhoun County,7109
NA,54015,Clay County,8508
NA,54017,Doddridge County,8448
NA,54019,Fayette County,42406
NA,54021,Gilmer County,7823
NA,54023,Grant County,11568
NA,54025,Greenbrier County,34662
NA,54027,Hampshire County,23175
NA,54029,Hancock County,28810
NA,54031,Hardy County,13776
NA,54033,Harrison County,67256
NA,54035,Jackson County,28576
NA,54037,Jefferson County,57146
NA,54039,Kanawha County,178124
NA,54041,Lewis County,15907
NA,54043,Lincoln County,20409
NA,54045,Logan County,32019
NA,54047,McDowell County,17624
NA,54049,Marion County,56072
NA,54051,Marshall County,30531
NA,54053,Mason County,26516
NA,54055,Mercer County,58758
NA,54057,Mineral County,26868
NA,54059,Mingo County,23424
NA,54061,Monongalia County,105612
NA,54063,Monroe County,13275
NA,54065,Morgan County,17884
NA,54067,Nicholas County,24496
NA,54069,Ohio County,41411
NA,54071,Pendleton County,6969
NA,54073,Pleasants County,7460
NA,54075,Pocahontas County,8247
NA,54077,Preston County,33432
NA,54079,Putnam County,56450
NA,54081,Raleigh County,73361
NA,54083,Randolph County,28695
NA,54085,Ritchie County,9554
NA,54087,Roane County,13688
NA,54089,Summers County,12573
NA,54091,Taylor County,16695
NA,54093,Tucker County,6839
NA,54095,Tyler County,8591
NA,54097,Upshur County,24176
NA,54099,Wayne County,39402
NA,54101,Webster County,8114
NA,54103,Wetzel County,15065
NA,54105,Wirt County,5821
NA,54107,Wood County,83518
NA,54109,Wyoming County,20394
NA,55001,Adams County,20220
NA,55003,Ashland County,15562
NA,55005,Barron County,45244
NA,55007,Bayfield County,15036
NA,55009,Brown County,264542
NA,55011,Buffalo County,13031
NA,55013,Burnett County,15414
NA,55015,Calumet County,50089
NA,55017,Chippewa County,64658
NA,55019,Clark County,34774
NA,55021,Columbia County,57532
NA,55023,Crawford County,16131
NA,55025,Dane County,546695
NA,55027,Dodge County,87839
NA,55029,Door County,27668
NA,55031,Douglas County,43150
NA,55033,Dunn County,45368
NA,55035,Eau Claire County,104646
NA,55037,Florence County,4295
NA,55039,Fond du Lac County,103403
NA,55041,Forest County,9004
NA,55043,Grant County,51439
NA,55045,Green County,36960
NA,55047,Green Lake County,18913
NA,55049,Iowa County,23678
NA,55051,Iron County,5687
NA,55053,Jackson County,20643
NA,55055,Jefferson County,84769
NA,55057,Juneau County,26687
NA,55059,Kenosha County,169561
NA,55061,Kewaunee County,20434
NA,55063,La Crosse County,118016
NA,55065,Lafayette County,16665
NA,55067,Langlade County,19189
NA,55069,Lincoln County,27593
NA,55071,Manitowoc County,78981
NA,55073,Marathon County,135692
NA,55075,Marinette County,40350
NA,55077,Marquette County,15574
NA,55078,Menominee County,4556
NA,55079,Milwaukee County,945726
NA,55081,Monroe County,46253
NA,55083,Oconto County,37930
NA,55085,Oneida County,35595
NA,55087,Outagamie County,187885
NA,55089,Ozaukee County,89221
NA,55091,Pepin County,7287
NA,55093,Pierce County,42754
NA,55095,Polk County,43783
NA,55097,Portage County,70772
NA,55099,Price County,13351
NA,55101,Racine County,196311
NA,55103,Richland County,17252
NA,55105,Rock County,163354
NA,55107,Rusk County,14178
NA,55109,St. Croix County,90687
NA,55111,Sauk County,64442
NA,55113,Sawyer County,16558
NA,55115,Shawano County,40899
NA,55117,Sheboygan County,115340
NA,55119,Taylor County,20343
NA,55121,Trempealeau County,29649
NA,55123,Vernon County,30822
NA,55125,Vilas County,22195
NA,55127,Walworth County,103868
NA,55129,Washburn County,15720
NA,55131,Washington County,136034
NA,55133,Waukesha County,404198
NA,55135,Waupaca County,50990
NA,55137,Waushara County,24443
NA,55139,Winnebago County,171907
NA,55141,Wood County,72999
NA,56001,Albany County,38880
NA,56003,Big Horn County,11790
NA,56005,Campbell County,46341
NA,56007,Carbon County,14800
NA,56009,Converse County,13822
NA,56011,Crook County,7584
NA,56013,Fremont County,39261
NA,56015,Goshen County,13211
NA,56017,Hot Springs County,4413
NA,56019,Johnson County,8445
NA,56021,Laramie County,99500
NA,56023,Lincoln County,19830
NA,56025,Natrona County,79858
NA,56027,Niobrara County,2356
NA,56029,Park County,29194
NA,56031,Platte County,8393
NA,56033,Sheridan County,30485
NA,56035,Sublette County,9831
NA,56037,Sweetwater County,42343
NA,56039,Teton County,23464
NA,56041,Uinta County,20226
NA,56043,Washakie County,7805
NA,56045,Weston County,6927
